Season Start,Player Name,PTS,PER,TOV,WS,VORP
2015,Dion Waiters,11.75,10.9,1.4125,1.1,-0.9
2015,Dion Waiters,10.454545454545457,12.2,1.5151515151515151,0.5,-0.2
2015,Dion Waiters,12.659574468085106,10.1,1.3404255319148937,0.7,-0.7
2016,Dion Waiters,9.76923076923077,9.4,1.5384615384615383,2.1,-0.1
2017,Dion Waiters,15.847826086956522,14.5,2.239130434782609,1.6,0.4
2001,Dirk Nowitzki,21.75609756097561,22.8,1.902439024390244,14.6,5.3
2002,Dirk Nowitzki,23.407894736842103,24.1,1.9078947368421053,13.4,4.8
2004,Dirk Nowitzki,21.818181818181817,22.5,1.7532467532467533,11.5,4.0
2005,Dirk Nowitzki,26.05128205128205,26.1,2.2564102564102564,15.6,5.9
2007,Dirk Nowitzki,24.56410256410257,27.6,2.141025641025641,16.3,6.2
2008,Dirk Nowitzki,23.5974025974026,24.6,2.0779220779220777,12.9,5.0
2009,Dirk Nowitzki,25.85185185185185,23.1,1.938271604938272,10.9,2.4
2010,Dirk Nowitzki,25.02469135802469,22.9,1.839506172839506,12.3,3.5
2011,Dirk Nowitzki,23.02739726027397,23.4,1.8767123287671232,11.1,3.7
2012,Dirk Nowitzki,21.64516129032258,21.7,1.8870967741935485,7.6,2.0
2013,Dirk Nowitzki,17.30188679245283,19.8,1.320754716981132,5.0,1.5
2014,Dirk Nowitzki,21.6875,23.6,1.4625,10.9,3.5
2015,Dirk Nowitzki,17.31168831168831,19.2,1.0649350649350648,7.2,1.5
2016,Dirk Nowitzki,18.293333333333333,19.0,1.12,6.8,1.7
2017,Dirk Nowitzki,14.24074074074074,17.0,0.9444444444444444,2.5,0.2
2017,Domantas Sabonis,5.91358024691358,6.9,1.0246913580246917,0.7,-1.2
2008,Dominic McGuire,1.3285714285714283,6.6,0.5714285714285714,0.0,-0.2
2009,Dominic McGuire,4.506329113924051,10.8,1.1645569620253164,1.7,0.8
2011,Dominic McGuire,3.3461538461538463,10.4,0.4807692307692308,0.9,-0.1
2012,Dominic McGuire,3.546875,11.8,0.875,1.5,0.4
2011,Dominique Jones,2.333333333333333,10.6,0.5555555555555556,0.0,0.0
2012,Dominique Jones,2.6666666666666665,11.8,0.8484848484848485,0.2,-0.1
2001,Don MacLean,3.875,16.3,1.25,0.2,0.0
2012,Donald Sloan,5.545454545454546,8.9,1.4848484848484849,-0.3,-0.7
2012,Donald Sloan,4.0,8.0,1.6666666666666667,-0.1,-0.1
2012,Donald Sloan,6.6,8.9,1.68,-0.3,-0.6
2013,Donald Sloan,3.5217391304347827,9.6,0.6086956521739131,0.1,-0.3
2013,Donald Sloan,4.05,9.9,0.65,0.1,-0.3
2014,Donald Sloan,2.2916666666666665,8.5,0.4583333333333333,0.3,-0.3
2015,Donald Sloan,7.377358490566038,13.1,1.2264150943396226,2.0,0.2
2013,Donatas Motiejunas,5.681818181818182,12.2,0.8409090909090909,0.7,-0.1
2014,Donatas Motiejunas,5.5,10.7,0.7903225806451613,1.4,-0.4
2015,Donatas Motiejunas,12.04225352112676,14.4,1.732394366197183,4.7,1.0
2016,Donatas Motiejunas,6.216216216216216,11.3,1.1891891891891893,0.3,-0.3
2006,Donell Taylor,2.7450980392156863,10.1,0.6666666666666666,0.2,-0.1
2003,Donnell Harvey,7.935064935064935,12.5,1.5974025974025974,2.0,-0.2
2005,Donta Smith,3.3421052631578947,10.6,0.6578947368421053,0.2,-0.2
2009,Donte Greene,3.8,5.2,0.6727272727272727,-1.1,-1.1
2010,Donte Greene,8.513157894736842,11.6,1.2236842105263157,1.5,-0.2
2011,Donte Greene,5.797101449275362,9.7,0.8695652173913043,0.5,-0.4
2001,Donyell Marshall,13.580246913580249,19.9,1.5802469135802468,8.5,3.5
2002,Donyell Marshall,14.810344827586206,19.2,2.1379310344827585,5.0,1.7
2003,Donyell Marshall,13.35897435897436,18.4,1.7307692307692308,6.0,2.3
2004,Donyell Marshall,14.695121951219512,18.9,1.4268292682926829,10.4,3.9
2004,Donyell Marshall,8.6875,13.8,1.375,0.7,0.2
2004,Donyell Marshall,16.151515151515152,19.7,1.4393939393939394,9.8,3.7
2005,Donyell Marshall,11.492307692307692,19.9,0.6461538461538462,6.0,2.5
2006,Donyell Marshall,9.25925925925926,13.4,1.1111111111111112,4.2,0.7
2007,Donyell Marshall,6.987654320987654,15.3,0.8271604938271605,3.8,0.8
2008,Donyell Marshall,3.769230769230769,9.8,0.5769230769230769,0.3,-0.1
2008,Donyell Marshall,3.727272727272727,8.4,0.5454545454545454,0.1,-0.1
2008,Donyell Marshall,3.8,10.9,0.6,0.2,0.0
2005,Dorell Wright,2.333333333333333,5.2,1.0,-0.1,0.0
2007,Dorell Wright,5.954545454545454,12.7,0.9848484848484848,1.9,0.1
2010,Dorell Wright,7.083333333333333,14.5,0.7361111111111112,4.3,1.3
2011,Dorell Wright,16.390243902439025,15.0,1.6219512195121952,5.8,2.5
2012,Dorell Wright,10.311475409836063,15.0,0.8360655737704918,3.4,1.2
2013,Dorell Wright,9.227848101265822,16.0,0.810126582278481,4.9,1.5
2014,Dorell Wright,5.044117647058823,11.9,0.5735294117647058,1.9,0.4
2015,Dorell Wright,4.5625,13.4,0.375,1.6,0.4
2017,Dorian Finney-Smith,4.320987654320987,7.7,0.5555555555555556,1.4,0.2
2013,Doron Lamb,3.276595744680851,4.8,0.5531914893617021,-0.4,-0.8
2013,Doron Lamb,3.391304347826087,3.0,0.6956521739130435,-0.4,-0.5
2013,Doron Lamb,3.1666666666666665,6.5,0.4166666666666667,0.1,-0.3
2001,Doug Christie,12.296296296296296,14.8,1.9012345679012344,8.7,4.1
2002,Doug Christie,12.0,15.2,2.0246913580246915,8.6,4.2
2003,Doug Christie,9.35,15.0,1.8,8.9,4.2
2004,Doug Christie,10.134146341463415,14.0,1.8902439024390243,5.7,2.5
2005,Doug Christie,6.634615384615385,9.9,2.0,0.9,0.2
2005,Doug Christie,7.290322580645161,11.0,2.193548387096774,1.0,0.2
2005,Doug Christie,5.666666666666667,7.9,1.7142857142857142,0.0,0.0
2006,Doug Christie,3.7142857142857135,6.8,0.8571428571428571,0.1,0.0
2015,Doug McDermott,3.0277777777777777,6.1,0.4722222222222222,0.0,-0.5
2016,Doug McDermott,9.432098765432098,10.9,0.654320987654321,2.8,-0.5
2017,Doug McDermott,8.969696969696969,10.7,0.5757575757575758,2.6,-0.6
2017,Doug McDermott,10.159090909090908,11.3,0.7272727272727273,1.9,-0.2
2017,Doug McDermott,6.590909090909091,9.3,0.2727272727272727,0.7,-0.3
2017,Dragan Bender,3.395348837209302,5.3,0.7441860465116279,-0.3,-0.3
2013,Draymond Green,2.873417721518988,7.1,0.6455696202531646,0.6,-0.3
2014,Draymond Green,6.2317073170731705,12.7,1.1097560975609757,4.5,2.2
2015,Draymond Green,11.658227848101266,16.4,1.6835443037974684,8.5,4.4
2016,Draymond Green,13.962962962962964,19.3,3.197530864197531,11.1,5.5
2017,Draymond Green,10.210526315789474,16.5,2.421052631578948,8.2,4.6
2003,Drew Gooden,12.5,15.0,2.142857142857143,1.7,-0.6
2003,Drew Gooden,12.07843137254902,13.8,2.0588235294117645,0.4,-0.5
2003,Drew Gooden,13.63157894736842,18.0,2.3684210526315788,1.3,-0.1
2004,Drew Gooden,11.569620253164556,15.6,1.5949367088607596,1.9,-0.7
2005,Drew Gooden,14.439024390243905,19.7,1.6219512195121952,8.5,1.8
2006,Drew Gooden,10.69620253164557,17.6,1.3417721518987342,6.6,0.7
2007,Drew Gooden,11.0625,16.5,1.4375,6.5,1.1
2008,Drew Gooden,11.971014492753625,13.8,1.7681159420289856,3.3,-0.6
2008,Drew Gooden,11.254901960784316,12.5,1.7843137254901962,2.0,-0.9
2008,Drew Gooden,14.0,17.4,1.7222222222222223,1.3,0.3
2009,Drew Gooden,11.862745098039216,16.3,1.4901960784313726,2.7,-0.5
2009,Drew Gooden,13.096774193548388,15.3,1.8387096774193548,1.7,0.0
2009,Drew Gooden,9.842105263157896,18.8,0.8421052631578947,0.9,-0.4
2010,Drew Gooden,10.9,16.9,1.542857142857143,4.4,0.0
2010,Drew Gooden,8.869565217391305,16.1,1.2173913043478262,2.7,0.2
2010,Drew Gooden,14.791666666666666,18.0,2.1666666666666665,1.7,-0.1
2011,Drew Gooden,11.314285714285717,15.9,1.3142857142857145,1.8,0.1
2012,Drew Gooden,13.678571428571429,18.8,1.9464285714285716,3.6,1.1
2014,Drew Gooden,8.318181818181818,18.4,0.7727272727272727,1.4,0.1
2015,Drew Gooden,5.431372549019608,11.9,0.5490196078431373,1.7,0.1
2014,Dwight Buycks,3.071428571428572,7.2,0.7142857142857143,0.0,-0.1
2005,Dwight Howard,11.96341463414634,17.2,2.0121951219512195,7.3,2.0
2006,Dwight Howard,15.75609756097561,19.3,2.6463414634146343,8.6,2.5
2007,Dwight Howard,17.597560975609756,21.1,3.865853658536585,9.7,4.3
2008,Dwight Howard,20.670731707317078,22.9,3.207317073170732,12.9,3.3
2009,Dwight Howard,20.55696202531645,25.4,3.037974683544304,13.8,4.6
2010,Dwight Howard,18.32926829268293,24.0,3.341463414634146,13.2,5.4
2011,Dwight Howard,22.871794871794872,26.1,3.576923076923077,14.4,5.0
2012,Dwight Howard,20.61111111111111,24.2,3.240740740740741,7.7,3.0
2013,Dwight Howard,17.05263157894737,19.4,2.960526315789474,7.6,2.3
2014,Dwight Howard,18.267605633802816,21.3,3.2253521126760565,8.0,2.4
2015,Dwight Howard,15.75609756097561,19.2,2.804878048780488,3.6,0.3
2016,Dwight Howard,13.746478873239436,18.9,2.3380281690140845,6.6,1.5
2017,Dwight Howard,13.54054054054054,20.8,2.2972972972972974,8.3,2.4
2015,Dwight Powell,3.103448275862069,13.8,0.3793103448275862,0.6,0.1
2015,Dwight Powell,3.375,13.0,0.375,0.6,0.1
2016,Dwight Powell,5.782608695652174,16.8,0.5797101449275363,3.1,0.4
2017,Dwight Powell,6.701298701298701,17.6,0.4415584415584415,4.6,1.2
2004,Dwyane Wade,16.24590163934426,17.6,3.2131147540983607,4.6,1.8
2005,Dwyane Wade,24.07792207792208,23.1,4.1688311688311686,11.0,4.8
2007,Dwyane Wade,27.392156862745097,28.9,4.235294117647059,8.8,5.1
2009,Dwyane Wade,30.20253164556962,30.4,3.4430379746835444,14.7,9.7
2011,Dwyane Wade,25.539473684210527,25.6,3.1184210526315788,12.8,5.7
2012,Dwyane Wade,22.081632653061224,26.3,2.63265306122449,7.7,3.4
2013,Dwyane Wade,21.20289855072464,24.0,2.8115942028985508,9.6,3.5
2014,Dwyane Wade,19.03703703703704,22.0,2.9814814814814814,5.5,1.9
2015,Dwyane Wade,21.467741935483872,21.4,3.370967741935484,3.5,1.6
2016,Dwyane Wade,19.04054054054054,20.3,2.7432432432432434,4.9,1.6
2017,Dwyane Wade,18.266666666666666,18.5,2.3,3.4,1.4
2007,Earl Barron,2.321428571428572,6.6,0.3928571428571428,-0.3,-0.4
2001,Earl Boykins,6.5,17.2,0.9,0.3,0.0
2002,Earl Boykins,4.117647058823529,13.9,0.6470588235294118,1.0,-0.5
2003,Earl Boykins,8.823529411764707,17.6,1.0735294117647058,3.5,-0.1
2005,Earl Boykins,12.378048780487806,17.1,1.475609756097561,6.0,0.6
2006,Earl Boykins,12.6,15.7,1.3833333333333333,2.9,0.0
2010,Earl Boykins,6.567164179104478,12.9,1.0298507462686568,1.0,-0.8
2010,Earl Clark,2.7450980392156863,8.5,0.4509803921568627,-0.3,-0.5
2011,Earl Clark,3.880952380952381,10.1,0.6666666666666666,0.3,-0.5
2011,Earl Clark,4.0606060606060606,9.9,0.7878787878787878,0.3,-0.4
2013,Earl Clark,7.254237288135593,12.4,1.0508474576271187,2.3,0.4
2014,Earl Clark,4.75925925925926,9.1,0.5740740740740741,0.3,-0.5
2014,Earl Clark,5.2,8.6,0.6666666666666666,0.2,-0.5
2014,Earl Clark,2.555555555555556,13.5,0.1111111111111111,0.1,0.0
2002,Earl Watson,3.609375,11.6,0.796875,1.5,0.2
2003,Earl Watson,5.481012658227848,14.6,1.1139240506329111,2.3,0.8
2004,Earl Watson,5.679012345679013,12.8,1.8024691358024687,1.8,0.0
2005,Earl Watson,7.6875,13.1,2.0875,2.3,0.3
2006,Earl Watson,8.9,14.6,1.9428571428571428,2.7,0.8
2006,Earl Watson,7.543478260869565,12.8,1.6304347826086956,1.6,0.4
2006,Earl Watson,11.5,17.3,2.5416666666666665,1.1,0.4
2007,Earl Watson,9.428571428571429,13.5,2.168831168831169,2.0,0.4
2008,Earl Watson,10.743589743589745,14.6,2.243589743589744,2.9,0.3
2009,Earl Watson,6.588235294117647,9.5,2.294117647058824,-0.2,-1.4
2010,Earl Watson,7.8354430379746836,10.9,2.2151898734177213,2.6,0.3
2011,Earl Watson,4.2875,10.2,1.45,1.0,-0.3
2012,Earl Watson,2.98,9.5,1.7,0.4,0.1
2013,Earl Watson,2.0,7.7,1.4375,0.0,-0.5
2012,Ed Davis,6.287878787878788,14.2,1.0151515151515151,3.9,1.1
2004,Eddie Gill,2.272727272727273,13.2,0.5454545454545454,0.3,0.0
2005,Eddie Gill,3.684931506849315,9.5,0.821917808219178,1.1,0.2
2008,Eddie Gill,2.7142857142857144,10.9,0.6428571428571429,0.2,0.0
2008,Eddie Gill,2.923076923076923,11.9,0.6153846153846154,0.3,0.0
2003,Eddie Griffin,8.623376623376624,15.4,0.987012987012987,3.9,1.1
2005,Eddie Griffin,7.528571428571428,15.9,0.7857142857142857,3.2,0.7
2006,Eddie Griffin,4.571428571428571,12.2,0.6142857142857143,1.5,0.0
2007,Eddie Griffin,1.3846153846153846,5.2,0.4615384615384615,-0.2,-0.2
2001,Eddie House,5.02,11.6,0.7,0.4,-0.5
2002,Eddie House,8.03125,11.6,1.25,0.9,-0.2
2004,Eddie House,6.816666666666666,12.0,1.05,0.7,0.0
2006,Eddie House,9.82716049382716,15.2,0.9382716049382716,1.6,-0.1
2008,Eddie House,7.487179487179487,13.0,0.9743589743589745,3.9,1.1
2009,Eddie House,8.530864197530864,15.4,0.6790123456790124,4.9,1.5
2001,Eddie Jones,17.365079365079364,18.8,2.142857142857143,7.9,3.6
2002,Eddie Jones,18.271604938271604,17.5,1.8271604938271604,10.5,4.9
2003,Eddie Jones,18.48936170212766,18.9,1.8085106382978724,6.0,3.0
2004,Eddie Jones,17.296296296296298,16.7,1.5925925925925926,9.1,3.3
2005,Eddie Jones,12.725,13.6,1.2375,8.0,3.1
2006,Eddie Jones,11.8,14.7,1.24,7.2,3.1
2007,Eddie Jones,7.703125,12.3,0.734375,3.1,1.1
2007,Eddie Jones,5.551724137931035,8.6,0.7931034482758621,0.2,-0.1
2007,Eddie Jones,9.485714285714286,14.3,0.6857142857142857,3.0,1.1
2008,Eddie Jones,3.74468085106383,7.6,0.6170212765957447,1.1,0.4
2001,Eddie Robinson,7.432835820895522,17.9,0.6417910447761194,4.0,0.7
2002,Eddie Robinson,9.03448275862069,12.5,1.2413793103448276,0.2,-0.3
2003,Eddie Robinson,5.6875,11.5,0.8125,2.2,0.5
2007,Eddy Curry,19.45679012345679,17.0,3.641975308641976,4.7,-0.6
2001,Eduardo Najera,3.275,14.0,0.425,1.1,0.2
2002,Eduardo Najera,6.451612903225806,14.8,0.6451612903225806,4.0,1.1
2004,Eduardo Najera,3.034482758620689,11.5,0.5,1.1,0.2
2005,Eduardo Najera,5.205882352941177,11.2,0.8970588235294118,1.6,0.0
2005,Eduardo Najera,4.166666666666667,9.9,0.7619047619047619,0.4,-0.2
2005,Eduardo Najera,6.884615384615385,12.5,1.1153846153846154,1.2,0.3
2007,Eduardo Najera,6.626666666666667,13.5,0.7466666666666667,4.8,1.6
2008,Eduardo Najera,5.948717948717949,12.1,0.7564102564102564,4.1,1.4
2009,Eduardo Najera,2.925925925925926,7.7,0.6666666666666666,0.1,-0.1
2012,Ekpe Udoh,5.573770491803279,12.5,0.8688524590163934,2.1,0.7
2012,Ekpe Udoh,5.652173913043479,14.3,0.782608695652174,1.1,0.4
2013,Ekpe Udoh,4.25,12.0,0.5657894736842105,2.7,0.5
2001,Elden Campbell,13.102564102564102,16.4,1.8461538461538465,6.4,0.8
2002,Elden Campbell,13.948051948051948,19.5,1.792207792207792,7.6,1.8
2003,Elden Campbell,6.125,14.1,0.8928571428571429,2.0,0.0
2003,Elden Campbell,7.195121951219512,15.0,1.024390243902439,1.7,0.0
2001,Eldridge Recasner,2.395348837209302,6.2,0.627906976744186,0.0,-0.5
2015,Elfrid Payton,8.914634146341463,13.8,2.475609756097561,2.3,0.8
2016,Elfrid Payton,10.657534246575343,13.9,2.4246575342465757,2.2,0.4
2017,Elfrid Payton,12.75609756097561,17.2,2.1707317073170733,4.4,1.7
2015,Elijah Millsap,5.276595744680851,7.9,1.425531914893617,0.4,0.1
2016,Elijah Millsap,1.8,6.5,0.45,0.1,0.0
2012,Elliot Williams,3.6666666666666665,18.8,0.2083333333333333,0.3,0.0
2014,Elliot Williams,6.029850746268656,8.7,1.0149253731343284,0.3,-1.1
2015,Elliot Williams,2.8461538461538463,8.7,0.3076923076923077,0.1,-0.1
2015,Elliot Williams,3.6,14.4,0.8,0.1,0.0
2015,Elliot Williams,2.375,5.6,0.0,0.0,-0.1
2016,Elliot Williams,1.6,3.3,0.2,0.0,-0.1
2001,Elton Brand,20.135135135135137,20.4,2.95945945945946,6.1,3.0
2004,Elton Brand,19.98550724637681,23.2,2.7971014492753623,9.7,4.8
2005,Elton Brand,20.02469135802469,22.4,2.259259259259259,10.6,4.8
2006,Elton Brand,24.72151898734177,26.5,2.189873417721519,14.8,6.5
2007,Elton Brand,20.525,23.1,2.525,11.5,5.5
2010,Elton Brand,13.105263157894736,15.7,1.7236842105263157,3.5,0.5
2011,Elton Brand,15.024691358024691,18.5,1.2469135802469136,9.4,3.1
2012,Elton Brand,10.983333333333333,18.0,1.0833333333333333,6.1,2.2
2013,Elton Brand,7.194444444444445,15.2,0.7916666666666666,3.4,0.9
2014,Elton Brand,5.739726027397261,14.0,0.821917808219178,3.6,0.9
2015,Elton Brand,2.6666666666666665,9.4,0.5,0.7,0.1
2016,Elton Brand,4.117647058823529,11.4,0.6470588235294118,0.2,-0.1
2001,Emanual Davis,5.82258064516129,11.8,1.2419354838709675,1.8,0.6
2002,Emanual Davis,6.607142857142857,6.5,1.8571428571428568,-0.3,-0.2
2011,Emeka Okafor,10.34722222222222,16.0,1.6527777777777777,6.5,1.6
2016,Emmanuel Mudiay,12.823529411764708,9.9,3.1911764705882355,-2.1,-1.2
2017,Emmanuel Mudiay,10.963636363636365,10.9,2.2363636363636363,0.2,-0.6
2012,Enes Kanter,4.606060606060606,14.5,0.8181818181818182,1.7,-0.6
2013,Enes Kanter,7.228571428571429,17.6,1.4428571428571428,2.3,0.0
2014,Enes Kanter,12.3375,15.6,1.8,2.2,-1.0
2015,Enes Kanter,15.506666666666666,20.3,1.9333333333333331,6.4,-0.1
2015,Enes Kanter,13.83673469387755,17.5,1.8979591836734693,2.7,-0.7
2015,Enes Kanter,18.653846153846157,24.9,2.0,3.7,0.7
2016,Enes Kanter,12.658536585365852,24.0,1.4024390243902438,8.1,0.1
2017,Enes Kanter,14.34722222222222,23.7,1.7083333333333333,5.8,0.3
2011,Eric Bledsoe,6.703703703703703,10.8,2.3950617283950617,0.3,0.0
2012,Eric Bledsoe,3.3,11.2,1.175,0.2,0.1
2013,Eric Bledsoe,8.460526315789474,17.5,1.8026315789473684,3.7,1.9
2014,Eric Bledsoe,17.74418604651163,19.6,3.3255813953488373,4.1,1.8
2015,Eric Bledsoe,17.0,18.4,3.382716049382716,7.0,3.3
2016,Eric Bledsoe,20.387096774193548,20.0,3.548387096774193,2.5,1.3
2017,Eric Bledsoe,21.060606060606062,20.6,3.378787878787879,5.4,2.9
2009,Eric Gordon,16.05128205128205,14.9,2.102564102564102,4.6,1.1
2010,Eric Gordon,16.85483870967742,14.1,2.3225806451612905,3.2,0.9
2011,Eric Gordon,22.267857142857142,18.5,2.696428571428572,5.3,1.7
2012,Eric Gordon,20.55555555555556,19.2,2.6666666666666665,0.7,0.2
2013,Eric Gordon,16.976190476190474,15.4,2.7857142857142856,1.1,-0.2
2014,Eric Gordon,15.4375,14.9,2.09375,2.5,0.4
2015,Eric Gordon,13.40983606557377,12.7,2.0,2.9,0.7
2016,Eric Gordon,15.244444444444444,13.5,1.6222222222222222,2.1,0.5
2017,Eric Gordon,16.226666666666667,13.1,1.6133333333333333,3.8,0.4
2010,Eric Maynor,4.716049382716049,11.8,1.0493827160493827,1.9,-0.4
2010,Eric Maynor,5.153846153846154,12.3,1.0769230769230769,0.4,-0.2
2010,Eric Maynor,4.509090909090909,11.6,1.0363636363636364,1.5,-0.3
2011,Eric Maynor,4.243902439024391,11.7,0.9390243902439024,1.5,-0.4
2012,Eric Maynor,4.222222222222222,9.1,1.2222222222222223,0.1,-0.1
2013,Eric Maynor,4.546875,9.3,1.234375,0.2,-1.3
2013,Eric Maynor,2.810810810810811,7.5,0.8378378378378378,0.0,-0.6
2013,Eric Maynor,6.925925925925926,10.6,1.7777777777777777,0.2,-0.7
2014,Eric Maynor,2.6451612903225805,6.2,0.935483870967742,-0.4,-0.5
2014,Eric Maynor,2.260869565217391,6.0,0.7391304347826086,-0.2,-0.3
2014,Eric Maynor,3.75,6.6,1.5,-0.2,-0.2
2002,Eric Montross,2.36734693877551,5.8,0.5102040816326531,0.2,-0.6
2001,Eric Piatkowski,10.617283950617283,14.6,0.9382716049382716,5.5,1.4
2002,Eric Piatkowski,8.816901408450704,13.8,0.9014084507042254,4.5,1.3
2003,Eric Piatkowski,9.693548387096774,16.0,0.9032258064516128,3.6,0.8
2005,Eric Piatkowski,4.764705882352941,12.4,0.5441176470588235,2.3,0.4
2006,Eric Piatkowski,2.034482758620689,6.2,0.3793103448275862,0.1,-0.1
2007,Eric Piatkowski,2.4545454545454546,7.7,0.4545454545454545,0.0,0.0
2001,Eric Snow,9.82,14.0,2.48,3.8,0.8
2004,Eric Snow,10.292682926829269,13.5,2.2804878048780486,5.5,0.6
2005,Eric Snow,3.975308641975309,9.0,1.0987654320987654,1.9,-0.7
2006,Eric Snow,4.7682926829268295,8.1,1.4146341463414631,2.1,-0.3
2007,Eric Snow,4.170731707317073,8.6,1.353658536585366,2.8,-0.5
2008,Eric Snow,1.0,3.1,0.4545454545454545,-0.1,-0.4
2001,Eric Williams,6.604938271604938,10.0,0.9382716049382716,2.2,-0.4
2002,Eric Williams,6.378378378378378,8.8,1.2837837837837838,2.2,-0.2
2003,Eric Williams,9.097560975609756,13.1,1.1829268292682926,6.0,1.0
2004,Eric Williams,10.028169014084508,12.5,1.2394366197183098,3.1,-0.1
2004,Eric Williams,11.571428571428571,15.7,1.4761904761904765,1.2,0.0
2004,Eric Williams,9.38,11.2,1.14,1.9,0.0
2005,Eric Williams,7.709090909090909,10.7,1.0909090909090908,2.1,0.0
2005,Eric Williams,12.61904761904762,11.9,1.619047619047619,1.7,0.2
2005,Eric Williams,4.676470588235294,9.1,0.7647058823529411,0.4,-0.1
2002,Erick Barkley,3.0526315789473686,9.8,0.631578947368421,0.2,-0.1
2001,Erick Dampier,7.4186046511627906,10.0,1.9069767441860463,-0.5,-0.6
2003,Erick Dampier,8.207317073170731,15.8,1.3658536585365857,4.1,1.1
2004,Erick Dampier,12.33783783783784,20.1,1.7702702702702702,8.9,2.1
2005,Erick Dampier,9.186440677966102,15.2,1.728813559322034,4.5,1.1
2011,Erick Dampier,2.5098039215686274,9.7,0.6274509803921569,1.9,0.5
2015,Erick Green,3.395348837209302,8.9,0.3255813953488372,0.0,-0.3
2001,Erick Strickland,5.2,10.7,0.96,0.8,0.1
2001,Erick Strickland,4.285714285714286,8.4,0.75,0.3,0.0
2001,Erick Strickland,6.363636363636363,13.1,1.2272727272727273,0.5,0.1
2002,Erick Strickland,7.670886075949367,12.9,1.1898734177215189,3.8,0.4
2003,Erick Strickland,6.450704225352113,13.5,1.380281690140845,2.7,0.3
2004,Erick Strickland,5.372093023255814,14.0,1.255813953488372,0.8,0.2
2010,Ersan Ilyasova,10.37037037037037,15.7,0.8765432098765432,5.8,1.3
2011,Ersan Ilyasova,9.516666666666667,14.3,1.05,3.8,0.7
2012,Ersan Ilyasova,13.033333333333331,20.5,1.2666666666666666,6.4,1.7
2013,Ersan Ilyasova,13.178082191780822,18.3,1.0273972602739727,6.7,1.9
2014,Ersan Ilyasova,11.236363636363636,13.8,1.1090909090909091,1.6,-0.5
2015,Ersan Ilyasova,11.53448275862069,16.8,0.7758620689655172,4.0,0.6
2016,Ersan Ilyasova,10.364864864864863,14.2,0.9594594594594594,4.4,1.0
2016,Ersan Ilyasova,11.326923076923077,14.1,1.1346153846153846,3.3,1.0
2016,Ersan Ilyasova,8.090909090909092,14.7,0.5454545454545454,1.1,0.0
2017,Ersan Ilyasova,13.060975609756095,14.6,1.4146341463414631,4.1,0.8
2017,Ersan Ilyasova,14.830188679245284,15.4,1.471698113207547,2.6,0.6
2017,Ersan Ilyasova,10.384615384615383,13.5,1.3076923076923077,1.4,0.3
2002,Ervin Johnson,2.567901234567901,8.6,0.6419753086419753,2.3,-0.2
2004,Ervin Johnson,1.9242424242424243,8.5,0.4545454545454545,2.3,0.4
2005,Ervin Johnson,1.5869565217391304,8.3,0.391304347826087,0.8,-0.1
2006,Esteban Batista,1.7719298245614037,7.1,0.6666666666666666,0.1,-0.6
2013,Evan Fournier,5.315789473684211,13.8,0.8421052631578947,1.0,0.1
2014,Evan Fournier,8.394736842105264,10.3,1.3157894736842106,1.4,-0.2
2015,Evan Fournier,12.03448275862069,12.4,1.4137931034482758,2.1,-0.1
2016,Evan Fournier,15.354430379746836,14.6,1.6835443037974684,5.7,1.7
2017,Evan Fournier,17.16176470588235,13.9,2.073529411764706,2.8,0.4
2011,Evan Turner,7.243589743589744,10.8,1.0256410256410255,2.3,-0.2
2012,Evan Turner,9.384615384615383,12.6,1.6153846153846154,2.4,0.1
2013,Evan Turner,13.341463414634148,12.1,2.2804878048780486,2.1,-0.1
2014,Evan Turner,13.962962962962964,12.4,2.333333333333333,1.4,-1.0
2014,Evan Turner,17.38888888888889,13.2,2.8703703703703702,0.7,-0.9
2014,Evan Turner,7.111111111111111,9.7,1.2592592592592593,0.7,-0.2
2015,Evan Turner,9.5,12.8,2.414634146341464,2.5,0.6
2016,Evan Turner,10.54320987654321,13.6,2.08641975308642,4.0,0.8
2017,Evan Turner,9.015384615384615,11.4,1.5384615384615383,1.2,-0.3
2006,Fabricio Oberto,1.7457627118644068,9.3,0.4745762711864407,1.1,0.2
2008,Fabricio Oberto,4.841463414634147,13.8,0.6219512195121951,6.1,1.9
2009,Fabricio Oberto,2.6296296296296298,10.6,0.7037037037037037,1.7,0.3
2001,Felipe Lopez,7.857142857142857,12.5,1.1857142857142855,1.9,0.1
2001,Felipe Lopez,8.085106382978724,11.9,1.1914893617021276,1.1,0.0
2001,Felipe Lopez,7.391304347826087,13.9,1.173913043478261,0.7,0.2
2002,Felipe Lopez,2.5223880597014925,7.8,0.5373134328358209,0.3,-0.3
2005,Francisco Elson,3.701492537313433,10.7,0.5970149253731343,1.6,0.1
2006,Francisco Elson,4.888888888888889,10.1,0.9027777777777778,2.9,0.6
2007,Francisco Elson,5.0,11.2,1.2285714285714286,3.1,0.6
2008,Francisco Elson,3.333333333333333,6.9,0.746031746031746,0.0,-0.9
2008,Francisco Elson,3.0,3.8,0.7727272727272727,-0.5,-0.5
2009,Francisco Elson,3.389830508474576,10.3,0.8135593220338984,1.8,0.5
2006,Francisco Garcia,5.626865671641791,10.3,1.1194029850746268,1.6,0.2
2008,Francisco Garcia,12.291139240506327,15.1,1.620253164556962,4.2,1.4
